Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Albania,ALB,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Austria,AUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,41712.2012661055
Austria,AUT,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.11886486
Austria,AUT,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,49.9239401221367
Austria,AUT,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Austria,AUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.7
Austria,AUT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Austria,AUT,"Children out of school, primary",SE.PRM.UNER,143
Austria,AUT,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Austria,AUT,Consumer price index (2010 = 100),FP.CPI.TOTL,116.277886952829
Austria,AUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5
Austria,AUT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.57000017166138
Austria,AUT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Austria,AUT,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,47.1639602520601
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,454872626780.005
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.58012073304926
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,51453.1470238016
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57050.3513549091
Austria,AUT,Gini index (World Bank estimate),SI.POV.GINI,30.8
Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.27
Austria,AUT,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.768673121929169
Austria,AUT,Income share held by highest 10%,SI.DST.10TH.10,23.9
Austria,AUT,Income share held by highest 20%,SI.DST.05TH.20,38.7
Austria,AUT,Income share held by lowest 10%,SI.DST.FRST.10,2.9
Austria,AUT,Income share held by lowest 20%,SI.DST.FRST.20,7.9
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.47913723
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.99837981429546
Austria,AUT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.96722860774
Austria,AUT,"International tourism, number of arrivals",ST.INT.ARVL,30816000
Austria,AUT,Land area (sq. km),AG.LND.TOTL.K2,82520
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6926829268293
Austria,AUT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.744858294108948
Austria,AUT,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Austria,AUT,New businesses registered (number),IC.BUS.NREG,3830
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Austria,AUT,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.487071924768999
Austria,AUT,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Austria,AUT,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,12.0100002288818
Austria,AUT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,8.66876555583439
Austria,AUT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.96
Austria,AUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.85
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.85
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.297
Austria,AUT,Wholesale price index (2010 = 100),FP.WPI.TOTL,110.499129152675
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4975.78581370886
Belarus,BLR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,30.28157154
Belarus,BLR,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Belarus,BLR,Age dependency ratio (% of working-age population),SP.POP.DPND,46.4366637235728
Belarus,BLR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Belarus,BLR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9
Belarus,BLR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Belarus,BLR,"Children out of school, primary",SE.PRM.UNER,5544
Belarus,BLR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Belarus,BLR,Consumer price index (2010 = 100),FP.CPI.TOTL,481.390313879142
Belarus,BLR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.7
Belarus,BLR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,0.889999985694885
Belarus,BLR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Belarus,BLR,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,11.4
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,43.0515321706572
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,60031262269.3365
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.14919759374963
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6330.0752464187
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19338.6664376772
Belarus,BLR,Gini index (World Bank estimate),SI.POV.GINI,25.2
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..
Belarus,BLR,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Belarus,BLR,Income share held by highest 10%,SI.DST.10TH.10,21.4
Belarus,BLR,Income share held by highest 20%,SI.DST.05TH.20,35.5
Belarus,BLR,Income share held by lowest 10%,SI.DST.FRST.10,4.3
Belarus,BLR,Income share held by lowest 20%,SI.DST.FRST.20,10.1
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,79.12988669
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.87230220550687
Belarus,BLR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3908727902
Belarus,BLR,"International tourism, number of arrivals",ST.INT.ARVL,11502000
Belarus,BLR,Land area (sq. km),AG.LND.TOTL.K2,202980
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1756097560976
Belarus,BLR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.18226172889567
Belarus,BLR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Belarus,BLR,New businesses registered (number),IC.BUS.NREG,8700
Belarus,BLR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Belarus,BLR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.155570407004577
Belarus,BLR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Belarus,BLR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,4.17999982833862
Belarus,BLR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.0236543418598966
Belarus,BLR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.45
Belarus,BLR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.76
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.76
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.595
Belarus,BLR,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belgium,BEL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39098.0855401263
Belgium,BEL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.52077753
Belgium,BEL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Belgium,BEL,Age dependency ratio (% of working-age population),SP.POP.DPND,55.8704656667833
Belgium,BEL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Belgium,BEL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.4
Belgium,BEL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Belgium,BEL,"Children out of school, primary",SE.PRM.UNER,4131
Belgium,BEL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Belgium,BEL,Consumer price index (2010 = 100),FP.CPI.TOTL,115.451625636977
Belgium,BEL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7
Belgium,BEL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.78999996185303
Belgium,BEL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Belgium,BEL,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,22.7642007926024
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,543410654016.602
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.78792007785043
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,47554.7463078937
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,52668.1724413669
Belgium,BEL,Gini index (World Bank estimate),SI.POV.GINI,27.2
Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.62
Belgium,BEL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.762759745121002
Belgium,BEL,Income share held by highest 10%,SI.DST.10TH.10,22.2
Belgium,BEL,Income share held by highest 20%,SI.DST.05TH.20,36.4
Belgium,BEL,Income share held by lowest 10%,SI.DST.FRST.10,3.5
Belgium,BEL,Income share held by lowest 20%,SI.DST.FRST.20,8.9
Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.647343
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05316499865181
Belgium,BEL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..
Belgium,BEL,"International tourism, number of arrivals",ST.INT.ARVL,9119000
Belgium,BEL,Land area (sq. km),AG.LND.TOTL.K2,30280
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5951219512195
Belgium,BEL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.890644486309656
Belgium,BEL,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Belgium,BEL,New businesses registered (number),IC.BUS.NREG,24677
Belgium,BEL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Belgium,BEL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.455184695275022
Belgium,BEL,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Belgium,BEL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.0299997329712
Belgium,BEL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Belgium,BEL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.08
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.95
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.95
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,98.001
Belgium,BEL,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bulgaria,BGR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7747.2401123215
Bulgaria,BGR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.64962097
Bulgaria,BGR,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Bulgaria,BGR,Age dependency ratio (% of working-age population),SP.POP.DPND,55.3214163558228
Bulgaria,BGR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Bulgaria,BGR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.9
Bulgaria,BGR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Bulgaria,BGR,"Children out of school, primary",SE.PRM.UNER,39977
Bulgaria,BGR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Bulgaria,BGR,Consumer price index (2010 = 100),FP.CPI.TOTL,110.974058623258
Bulgaria,BGR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.4
Bulgaria,BGR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.72000002861023
Bulgaria,BGR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Bulgaria,BGR,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,35.6208548268239
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,66230155099.5775
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.09244765360886
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,9427.73043039881
Bulgaria,BGR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22911.2983540279
Bulgaria,BGR,Gini index (World Bank estimate),SI.POV.GINI,41.3
Bulgaria,BGR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..
Bulgaria,BGR,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.670277237892151
Bulgaria,BGR,Income share held by highest 10%,SI.DST.10TH.10,32.6
Bulgaria,BGR,Income share held by highest 20%,SI.DST.05TH.20,47.6
Bulgaria,BGR,Income share held by lowest 10%,SI.DST.FRST.10,1.9
Bulgaria,BGR,Income share held by lowest 20%,SI.DST.FRST.20,5.7
Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.78201069
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.81454473824833
Bulgaria,BGR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.3046665939
Bulgaria,BGR,"International tourism, number of arrivals",ST.INT.ARVL,12368000
Bulgaria,BGR,Land area (sq. km),AG.LND.TOTL.K2,108560
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9634146341464
Bulgaria,BGR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.45156836676972
Bulgaria,BGR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Bulgaria,BGR,New businesses registered (number),IC.BUS.NREG,45683
Bulgaria,BGR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Bulgaria,BGR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.722080405222853
Bulgaria,BGR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Bulgaria,BGR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,11.6499996185303
Bulgaria,BGR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Bulgaria,BGR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.65
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.21
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.21
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.008
Bulgaria,BGR,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Czech Republic,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17411.9182938631
Czech Republic,CZE,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,28.38793209
Czech Republic,CZE,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Czech Republic,CZE,Age dependency ratio (% of working-age population),SP.POP.DPND,53.8638618382904
Czech Republic,CZE,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7
Czech Republic,CZE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Czech Republic,CZE,"Children out of school, primary",SE.PRM.UNER,2386
Czech Republic,CZE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Czech Republic,CZE,Consumer price index (2010 = 100),FP.CPI.TOTL,113.250313563877
Czech Republic,CZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.6
Czech Republic,CZE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.13000011444092
Czech Republic,CZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Czech Republic,CZE,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Czech Republic,CZE,Forest area (% of land area),AG.LND.FRST.ZS,34.6304404145078
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,248950103352.137
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.19865610131447
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,23419.7356136502
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41127.2540465339
Czech Republic,CZE,Gini index (World Bank estimate),SI.POV.GINI,25
Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.62
Czech Republic,CZE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.764516711235046
Czech Republic,CZE,Income share held by highest 10%,SI.DST.10TH.10,21.5
Czech Republic,CZE,Income share held by highest 20%,SI.DST.05TH.20,35.5
Czech Republic,CZE,Income share held by lowest 10%,SI.DST.FRST.10,4.2
Czech Republic,CZE,Income share held by lowest 20%,SI.DST.FRST.20,10.2
Czech Republic,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.68816754
Czech Republic,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.14949494949492
Czech Republic,CZE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..
Czech Republic,CZE,"International tourism, number of arrivals",ST.INT.ARVL,36268000
Czech Republic,CZE,Land area (sq. km),AG.LND.TOTL.K2,77200
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.0292682926829
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.08885095047558
Czech Republic,CZE,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Czech Republic,CZE,New businesses registered (number),IC.BUS.NREG,30336
Czech Republic,CZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Czech Republic,CZE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Czech Republic,CZE,Population growth (annual %),SP.POP.GROW,0.334427262299794
Czech Republic,CZE,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Czech Republic,CZE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,16.9400005340576
Czech Republic,CZE,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Czech Republic,CZE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.45
Czech Republic,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.24
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.24
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.792
Czech Republic,CZE,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,12514.6711108935
Croatia,HRV,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,25.64839632
Croatia,HRV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,100
Croatia,HRV,Age dependency ratio (% of working-age population),SP.POP.DPND,53.7453175068827
Croatia,HRV,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Croatia,HRV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9
Croatia,HRV,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Croatia,HRV,"Children out of school, primary",SE.PRM.UNER,2766
Croatia,HRV,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Croatia,HRV,Consumer price index (2010 = 100),FP.CPI.TOTL,108.974588403722
Croatia,HRV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.9
Croatia,HRV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.71999979019165
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Croatia,HRV,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,34.1775932143488
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,61375222347.0256
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.80760970078776
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,15014.0850191716
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28554.3891018959
Croatia,HRV,Gini index (World Bank estimate),SI.POV.GINI,29.7
Croatia,HRV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..
Croatia,HRV,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.729365646839142
Croatia,HRV,Income share held by highest 10%,SI.DST.10TH.10,22.7
Croatia,HRV,Income share held by highest 20%,SI.DST.05TH.20,37.7
Croatia,HRV,Income share held by lowest 10%,SI.DST.FRST.10,2.9
